weaponid,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail
10261,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two firebombs throw through window
10262,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Automatic firearms; Explosive
10263,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Four inch pipe bomb connected to a watch
10264,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Bomb consisted of around a quarter pound of black powder that was detonated by two batteries
10265,6,Explosives,14,Time Fuse,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Explosive; Pipe bomb with a timer fuse
10266,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown into office
10267,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb was thrown through a window of the building.
10268,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Six separate fires were started in the cafeteria.
10269,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb placed in a shopping bag
10270,6,Explosives,31,Pipe Bomb,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Explosive; Pipe bomb
10271,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Plastic compound time bomb
10272,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife
10273,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite connected to a clock device
10274,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Automatic firearm; Pistols; Automatic firearms; Armed
10275,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Investigators believed that the fire was set by a chemical.
10276,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper
10277,6,Explosives,8,Landmine,,,,,,,,,,,,,Land mine
10278,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Six sticks of dynamite connected to a clock and a battery
10279,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Four sticks of dynamite connected to a clock
10280,8,Incendiary,20,Gasoline or Alcohol,12,Other,,,,,,,,,,,Fire ignited with a flammable substance and files ransacked
10281,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Concussion bomb
10282,6,Explosives,14,Time Fuse,,,,,,,,,,,,,A timed pipe bomb was used in the attack.
10283,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three Molotov cocktails
10284,6,Explosives,17,Other Explosive Type,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Explosive; Plastic explosive
10285,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Two .30 caliber rifle slugs
10286,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Fire caused by gasoline splashed around the building
10287,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,The firebomb sputtered but failed to explode
10288,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Chairs cloth paper in a pile and lit on fire
10289,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,There were three incendiary devices that were cigarette packs containing chemicals batteries and watch wires.
10290,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail consisting of a bi-chemical mixture
10291,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two small bombs
10292,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Ten inch pipe bomb
10293,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Shotguns
10294,5,Firearms,4,Rifle/Shotgun (non-automatic),9,Melee,22,Hands Feet Fists,,,,,,,,,The shotguns were not fired.  The target was struck down either with the shotgun or by fist.
10295,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Two six-inch pipe bombs containing black powder taped together
10296,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb placed in toilet
10297,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Powerful bomb
10298,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Wine bottles filled with gasoline ignited on the hoods of the two vehicles
10299,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Lead pipe bomb
10300,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Four shots from either a rifle or pistol
10301,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Bomb consisting of low-grade black powder
10302,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Nine-inch long three-inch diameter pipe bomb
10303,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb consisting of low-grade black powder
10304,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Small black powder device thrown at the building
10305,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Black powder device tossed from a car at the building
10306,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Five-inch hunting knife
10307,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Gasoline drained from the parked trucks and set on fire
10308,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Sticks of dynamite tossed over a fence
10309,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed at store
10310,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three firebombs thrown into building
10311,6,Explosives,16,Unknown Explosive Type,8,Incendiary,,,,,,,,,,,Explosive; Incendiary
10312,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Bomb apparently consisting of sticks of dynamite
10313,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed into supermarket
10314,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Gallon jug containing flammable liquid smashed against the building
10315,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed into building
10316,2,Chemical,,,,,,,,,,,,,,,Bottles of sulphuric acid leaked into the gas tanks of the Jeeps that ignited when it mixed with the gasoline
10317,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Bomb consisting of black powder two batteries and a clock
10318,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Rifle
10319,13,Unknown,,,,,,,,,,,,,,,Other weapons
10320,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,.45 caliber submachine gun
10321,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Five sticks of dynamite wired to an alarm clock placed in a suitcase
10322,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,.30 caliber bullets
10323,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Rockets
10324,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb placed outside the door of the building
10325,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb tossed on the roof of the building
10326,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Small homemade bomb
10327,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Fourteen inch pipe bomb
10328,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb placed outside the front door of the building or tossed at the building
10329,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Three inch pipe bomb with timing device
10330,6,Explosives,15,Vehicle,,,,,,,,,,,,,Bomb inside or under police vehicle
10331,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb placed on window sill
10332,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Tossed firebomb
10333,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Automatic pistol and sawed-off shotgun
10334,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs thrown into building
10335,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Pipe bomb with timing device
10336,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Eight gasoline filled beer bottles with burning wicks were used in the attack.
10337,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Clock connected to a battery recharger with a half-pound of smokeless black powder wrapped in a styrofoam set to detonate after 217 days
10338,6,Explosives,28,Dynamite/TNT,5,Firearms,3,Handgun,,,,,,,,,Two sticks of dynamite and .25 caliber pistol
10339,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,TNT fired by electrical wires
10340,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb
10341,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bombs
10342,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Kerosene filled wine bottles
10343,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,.22 caliber slug
10344,8,Incendiary,20,Gasoline or Alcohol,11,Sabotage Equipment,,,,,,,,,,,Explosive wick incendiary devices taped to doors of building.  Library cards dumped on the floor and soaked with glue and molasses.
10345,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Gunfight
10346,6,Explosives,16,Unknown Explosive Type,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Sniper; Bomb
10347,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,Automatic firearm; Pistols
10348,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Firearm; Bomb
10349,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Letter bomb
10350,6,Explosives,14,Time Fuse,,,,,,,,,,,,,eighteen inch pipe bomb connected to a wrist watch
10351,6,Explosives,7,Grenade,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Explosive; Grenade
10352,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Football shaped bomb
10353,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearms
10354,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Fire set by arsonist
10355,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Black power bomb taped to circuit breakers
10356,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Half gallon bottle three-fourths full of gasoline propped against house
10357,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Two shots fired
10358,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Petroleum bomb
10359,6,Explosives,7,Grenade,,,,,,,,,,,,,Grenade
10360,6,Explosives,15,Vehicle,,,,,,,,,,,,,Explosives in a van
10361,6,Explosives,14,Time Fuse,5,Firearms,5,Unknown Gun Type,,,,,,,,,
10362,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb was thrown through a window of the house
10363,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Guns
10364,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Booby-trap bomb
10365,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive device thrown from car
10366,13,Unknown,,,,,,,,,,,,,,,Grenades; Firearm
10367,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,No additional information available.
10368,6,Explosives,15,Vehicle,,,,,,,,,,,,,Explosive - pressure activated
10369,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,24-inch pipe bomb
10370,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive - partial detonation
10371,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two Molotov cocktails consisting of soft drink bottles filled with gasoline and connected to a cloth wick
10372,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A type of plastic explosive
10373,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Two-foot long pipe bomb thrown through window
10374,6,Explosives,15,Vehicle,,,,,,,,,,,,,Explosive; Plastic explosive
10375,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Time bombs
10376,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Explosive
10377,7,Fake Weapons,,,,,,,,,,,,,,,Fake bomb
10378,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Bomb; Firearm
10379,9,Melee,22,Hands Feet Fists,,,,,,,,,,,,,Beaten to death
10380,9,Melee,22,Hands Feet Fists,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Beaten to death; Knife
10381,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Ping-Pong balls filled with flammable liquids that were triggered and timed to ignite by chemical reactions
10382,6,Explosives,15,Vehicle,,,,,,,,,,,,,Bomb - remote controlled
10383,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Gunmen attacked
10384,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Booby-trap explosive
10385,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Explosive; Letter bomb
10386,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,An explosives-laden letter was used.
10387,5,Firearms,3,Handgun,,,,,,,,,,,,,.45 caliber pistols
10388,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Mail bomb
10389,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Armed with firearms
10390,5,Firearms,3,Handgun,,,,,,,,,,,,,.22 and .38 caliber handguns
10391,6,Explosives,15,Vehicle,,,,,,,,,,,,,Booby-trap car bomb
10392,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Rocket
10393,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,16,Unknown Explosive Type,,,,,,,,,Booby-trap bomb; Rocket
10394,8,Incendiary,,,,,,,,,,,,,,,Incendiary - timed device
10395,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,16,Unknown Explosive Type,,,,,,,,,Booby-trap bomb; Rocket launchers
10396,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Battery operated timed explosive in a cigarette case
10397,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Battery operated timed explosive in a cigarette case.
10398,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary table tennis ball consisting of chemicals that made it explode after a certain amount of time.
10399,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,5,Unknown Gun Type,,,,,,,,,Pistol and sawed-off shotgun
10400,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,,,,,,,,,Ruger .44 caliber magnum semi-automatic carbine rifle and a Colt .38 revolver
10401,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Ruger .44 caliber magnum semi-automatic carbine rifle
10402,5,Firearms,3,Handgun,5,Firearms,3,Handgun,,,,,,,,,Pistol; Revolver
10403,6,Explosives,15,Vehicle,,,,,,,,,,,,,
10404,6,Explosives,8,Landmine,,,,,,,,,,,,,
10405,6,Explosives,28,Dynamite/TNT,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite
10406,5,Firearms,5,Unknown Gun Type,9,Melee,26,Suffocation,,,,,,,,,"a total of 2 adults and 5 children were killed by a combination of ""binding gagging shooting and drowning."""
10407,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,incendiary device
10408,5,Firearms,3,Handgun,5,Firearms,3,Handgun,,,,,,,,,Pistols; Revolvers
10409,5,Firearms,5,Unknown Gun Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,armed with firearms and molotov cocktails
10410,6,Explosives,15,Vehicle,,,,,,,,,,,,,Three 5-gallon containers of gasoline; three 20-lb bottles of propane; two bags of plastic explosives; all attached to blasting caps and timing devices
10411,6,Explosives,15,Vehicle,,,,,,,,,,,,,Two 5-gallon containers of gasoline with timing devices.
10412,8,Incendiary,,,5,Firearms,3,Handgun,,,,,,,,,Incendiary; Pistol
10413,2,Chemical,,,,,,,,,,,,,,,Tear gas grenades
10414,2,Chemical,1,Poisoning,,,,,,,,,,,,,Poison
10415,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,Bomb - remote controlled
10416,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Firearm
10417,9,Melee,22,Hands Feet Fists,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Beaten to death; Stabbed
10418,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Burned
10419,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,,,,,,,,,,,Automatic firearms; Incendiary
10420,9,Melee,24,Rope or Other Strangling Device,,,,,,,,,,,,,Strangled
10421,8,Incendiary,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,Incendiary; Gasoline bombs
10422,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Package bomb
10423,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,,,,,,,,,,,Automatic firearm; Incendiary
10424,13,Unknown,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Automatic firearm
10425,6,Explosives,14,Time Fuse,,,,,,,,,,,,,
10426,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Explosive
10427,5,Firearms,5,Unknown Gun Type,9,Melee,26,Suffocation,9,Melee,23,Knife or Other Sharp Object,,,,,both victims were shot; however it is only suspected that they were strangled and if so the strangulation device is unknown.  Additionally the object used for decapitation is unknown but it is suspected that a machete was used.
10428,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,9,Melee,23,Knife or Other Sharp Object,,,,,gun rope a lug wrench and a long machete-like blade
10429,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,gun
10430,8,Incendiary,,,12,Other,,,,,,,,,,,Incendiary; Smoke bomb
10431,5,Firearms,3,Handgun,,,,,,,,,,,,,.22 caliber gun
10432,5,Firearms,3,Handgun,2,Chemical,,,,,,,,,,,
10433,5,Firearms,3,Handgun,,,,,,,,,,,,,.32 caliber gun
10434,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,30-caliber rifle
10435,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,8,Incendiary,,,,,,,Automatic firearms; Grenades; Incendiary
10436,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,,,,,,,,,Submachine guns; Grenades
10437,9,Melee,23,Knife or Other Sharp Object,9,Melee,23,Knife or Other Sharp Object,9,Melee,23,Knife or Other Sharp Object,,,,,knives machetes meat cleavers metal cutters
10438,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Gunfire
10439,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Chlorate bomb
10440,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Automatic firearms; Explosive
10441,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Lettter bomb
10442,8,Incendiary,20,Gasoline or Alcohol,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Flammable liquid; Explosives
10443,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Molotov cocktails; Explosive
10444,6,Explosives,16,Unknown Explosive Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,Explosive; Molotov cocktails
10445,5,Firearms,3,Handgun,5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Pistol; Revolvers; Automatic firearms
10446,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,,,,,,,,,Automatic firearms; Grenade
10447,5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Pistol; Automatic firearm
10448,3,Radiological,,,,,,,,,,,,,,,Iodine 131
10449,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,military firecracker
10450,5,Firearms,5,Unknown Gun Type,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,Firearm; Rocket
10451,9,Melee,21,Blunt Object,,,,,,,,,,,,,lead pipe
10452,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Automatic firearm; Explosive
10453,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,pipebomb
10454,6,Explosives,16,Unknown Explosive Type,6,Explosives,14,Time Fuse,,,,,,,,,Explosive; Bomb - timed
10455,2,Chemical,,,,,,,,,,,,,,,incendiary device consisting of table tennis balls filled with acid
10456,2,Chemical,,,,,,,,,,,,,,,incendiary device consisting of table tennis balls filled with acid and a battery-and-flashlight device containing gasoline
10457,7,Fake Weapons,,,,,,,,,,,,,,,Harmless substance
10458,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Plastic explosive
10459,9,Melee,23,Knife or Other Sharp Object,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Knife; Bomb
10460,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,25-pound bomb
10461,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Bomb - propane and dynamite
10462,5,Firearms,3,Handgun,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Pistols; Explosives
10463,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,Automatic firearms; Anti-tank grenade
10464,6,Explosives,7,Grenade,,,,,,,,,,,,,Fragmentation grenades - M-26
10465,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,Automatic firearm; Pistol
10466,6,Explosives,14,Time Fuse,,,,,,,,,,,,,explosives made from a 14-ounce canisters of propane wired to both a battery and a wristwatch timing device
10467,6,Explosives,17,Other Explosive Type,5,Firearms,3,Handgun,,,,,,,,,Pistols; Explosive - tape recorders wired with explosives
10468,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,,,,,,,,,Firearm; Lead pipe
10469,9,Melee,22,Hands Feet Fists,9,Melee,24,Rope or Other Strangling Device,,,,,,,,,"severe beating of victim and strangulation by ""hanging by braided shoe strings and a knotted bed sheet from an overhead ventilating grate in a cell in the prison."""
10470,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,Explosive; Book bomb
10471,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,Rocket; Bazooka
10472,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,Rocket; Rocket propelled grenade - RPG-7
10473,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,Automatic firearms; Pistols
10474,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive - powerful
10475,6,Explosives,15,Vehicle,,,,,,,,,,,,,Grenade
10476,5,Firearms,5,Unknown Gun Type,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Firearm; Bomb
